NETWORK,station,LOC_NAME,CHANNEL,DATE,FILENAME
IV,BOZZ,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.BOZZ..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,BRMO,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.BRMO..HHN__20240426T000000Z__20240427T000000Z.mseed
CH,SCHK,,HGN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.SCHK..HGN__20240426T000000Z__20240427T000000Z.mseed
NI,VINO,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/NI.VINO..HHN__20240426T164508Z__20240426T164708Z.mseed
OX,BAD,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BAD..HHE__20240426T082831Z__20240426T083031Z.mseed
OE,RETA,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.RETA..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,NEVI,,HNZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.NEVI..HNZ__20240426T000000Z__20240427T000000Z.mseed
OX,LSR,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.LSR..EHN__20240426T164503Z__20240426T164703Z.mseed
SI,BOSI,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SI.BOSI..HHZ__20240426T000000Z__20240427T000000Z.mseed
ST,RONC,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ST.RONC..EHZ__20240426T000000Z__20240427T000000Z.mseed
OX,COLI,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.COLI..EHN__20240426T082832Z__20240426T083032Z.mseed
OX,BOO,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BOO..HHN__20240426T044515Z__20240426T044715Z.mseed
IV,BRES,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.BRES..EHE__20240426T000000Z__20240427T000000Z.mseed
SL,VISS,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.VISS..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,FVI,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.FVI..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,PTCC,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.PTCC..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,VOBA,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.VOBA..EHN__20240426T000000Z__20240427T000000Z.mseed
SI,ABSI,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SI.ABSI..HHN__20240426T000000Z__20240427T000000Z.mseed
OX,BALD,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BALD..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,PTCC,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.PTCC..HHZ__20240426T044511Z__20240426T044711Z.mseed
OE,SQTA,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.SQTA..HHN__20240426T000000Z__20240427T000000Z.mseed
OX,BOO,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BOO..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,FIU,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.FIU..EHN__20240426T000000Z__20240427T000000Z.mseed
OX,ACOM,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.ACOM..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,SANR,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.SANR..EHZ__20240426T000000Z__20240427T000000Z.mseed
IV,MABI,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.MABI..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,MODE,,HNE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.MODE..HNE__20240426T000000Z__20240427T000000Z.mseed
OE,MYKA,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.MYKA..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,APPI,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.APPI..EHN__20240426T000000Z__20240427T000000Z.mseed
OE,WATA,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.WATA..HHN__20240426T000000Z__20240427T000000Z.mseed
OX,DRE,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.DRE..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,MAGA,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.MAGA..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,PCN,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.PCN..EHE__20240426T000000Z__20240427T000000Z.mseed
IV,TREG,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.TREG..EHZ__20240426T000000Z__20240427T000000Z.mseed
OX,PRED,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.PRED..HHZ__20240426T000000Z__20240427T000000Z.mseed
ZO,PDN7,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ZO.PDN7..EHZ__20240426T000000Z__20240427T000000Z.mseed
OX,DRE,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.DRE..HHE__20240426T082827Z__20240426T083027Z.mseed
SL,GORS,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.GORS..HHN__20240426T000000Z__20240427T000000Z.mseed
CH,SMFL,,HGZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.SMFL..HGZ__20240426T000000Z__20240427T000000Z.mseed
IV,VMAN,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.VMAN..HHE__20240426T000000Z__20240427T000000Z.mseed
OX,ACOM,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.ACOM..HHE__20240426T044517Z__20240426T044717Z.mseed
OX,CIMO,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.CIMO..HHN__20240426T000000Z__20240427T000000Z.mseed
OX,AGOR,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.AGOR..HHE__20240426T000000Z__20240427T000000Z.mseed
SL,GORS,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.GORS..HHE__20240426T164511Z__20240426T164711Z.mseed
OE,WTTA,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.WTTA..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,RAVA,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.RAVA..EHE__20240426T000000Z__20240427T000000Z.mseed
SI,LUSI,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SI.LUSI..HHN__20240426T000000Z__20240427T000000Z.mseed
GU,GRAM,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/GU.GRAM..HHE__20240426T000000Z__20240427T000000Z.mseed
OX,DRE,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.DRE..HHN__20240426T082829Z__20240426T083029Z.mseed
ZO,PDN4,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ZO.PDN4..EHE__20240426T000000Z__20240427T000000Z.mseed
OX,MPRI,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.MPRI..HHZ__20240426T000000Z__20240427T000000Z.mseed
NI,PALA,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/NI.PALA..HHZ__20240426T000000Z__20240427T000000Z.mseed
OE,KBA,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.KBA..HHE__20240426T000000Z__20240427T000000Z.mseed
SL,JAVS,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.JAVS..HHE__20240426T082831Z__20240426T083031Z.mseed
CH,SCUG,,HGZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.SCUG..HGZ__20240426T000000Z__20240427T000000Z.mseed
SI,LUSI,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SI.LUSI..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,RAVA,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.RAVA..EHN__20240426T000000Z__20240427T000000Z.mseed
OX,DRE,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.DRE..HHE__20240426T082829Z__20240426T083029Z.mseed
GU,GRAM,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/GU.GRAM..HHN__20240426T000000Z__20240427T000000Z.mseed
SL,JAVS,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.JAVS..HHZ__20240426T082836Z__20240426T083036Z.mseed
ZO,PDN4,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ZO.PDN4..EHN__20240426T000000Z__20240427T000000Z.mseed
OE,KBA,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.KBA..HHN__20240426T000000Z__20240427T000000Z.mseed
SL,JAVS,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.JAVS..HHN__20240426T082831Z__20240426T083031Z.mseed
OX,ACOM,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.ACOM..HHN__20240426T044517Z__20240426T044717Z.mseed
IV,VMAN,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.VMAN..HHN__20240426T000000Z__20240427T000000Z.mseed
IV,PTCC,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.PTCC..HHZ__20240426T044510Z__20240426T044710Z.mseed
OX,CIMO,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.CIMO..HHE__20240426T000000Z__20240427T000000Z.mseed
OX,AGOR,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.AGOR..HHN__20240426T000000Z__20240427T000000Z.mseed
OE,ABTA,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.ABTA..HHZ__20240426T000000Z__20240427T000000Z.mseed
SL,GORS,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.GORS..HHN__20240426T164511Z__20240426T164711Z.mseed
IV,APPI,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.APPI..EHE__20240426T000000Z__20240427T000000Z.mseed
OE,WATA,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.WATA..HHE__20240426T000000Z__20240427T000000Z.mseed
OX,PRED,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.PRED..HHZ__20240426T044516Z__20240426T044716Z.mseed
IV,PCN,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.PCN..EHN__20240426T000000Z__20240427T000000Z.mseed
OX,DRE,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.DRE..HHN__20240426T000000Z__20240427T000000Z.mseed
OX,DRE,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.DRE..HHN__20240426T082827Z__20240426T083027Z.mseed
IV,CTI,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.CTI..HHZ__20240426T000000Z__20240427T000000Z.mseed
SL,GORS,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.GORS..HHE__20240426T000000Z__20240427T000000Z.mseed
SL,VISS,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.VISS..HHN__20240426T000000Z__20240427T000000Z.mseed
IV,VOBA,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.VOBA..EHE__20240426T000000Z__20240427T000000Z.mseed
IV,PTCC,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.PTCC..HHN__20240426T000000Z__20240427T000000Z.mseed
SI,ABSI,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SI.ABSI..HHE__20240426T000000Z__20240427T000000Z.mseed
MN,TRI,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/MN.TRI..HHZ__20240426T000000Z__20240427T000000Z.mseed
NI,PURA,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/NI.PURA..HHZ__20240426T000000Z__20240427T000000Z.mseed
OX,ACOM,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.ACOM..HHN__20240426T000000Z__20240427T000000Z.mseed
IV,FIU,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.FIU..EHE__20240426T000000Z__20240427T000000Z.mseed
OX,BOO,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BOO..HHN__20240426T000000Z__20240427T000000Z.mseed
OE,SQTA,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.SQTA..HHE__20240426T000000Z__20240427T000000Z.mseed
OE,DAVA,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.DAVA..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,MODE,,HNN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.MODE..HNN__20240426T000000Z__20240427T000000Z.mseed
OE,RETA,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.RETA..HHN__20240426T000000Z__20240427T000000Z.mseed
IV,CAPR,,HNZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.CAPR..HNZ__20240426T000000Z__20240427T000000Z.mseed
OX,LSR,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.LSR..EHE__20240426T164503Z__20240426T164703Z.mseed
IV,FELT,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.FELT..EHZ__20240426T000000Z__20240427T000000Z.mseed
OX,COLI,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.COLI..EHE__20240426T082832Z__20240426T083032Z.mseed
4P,IT09A,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/4P.IT09A..HHZ__20240426T000000Z__20240427T000000Z.mseed
OX,BOO,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BOO..HHE__20240426T044515Z__20240426T044715Z.mseed
IV,BRES,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.BRES..EHN__20240426T000000Z__20240427T000000Z.mseed
ZO,PDN8,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ZO.PDN8..EHE__20240426T000000Z__20240427T000000Z.mseed
SL,CRNS,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.CRNS..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,ASOL,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.ASOL..EHZ__20240426T000000Z__20240427T000000Z.mseed
CH,SCHK,,HGE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.SCHK..HGE__20240426T000000Z__20240427T000000Z.mseed
IV,BRMO,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.BRMO..HHE__20240426T000000Z__20240427T000000Z.mseed
OX,FUSE,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.FUSE..HHZ__20240426T000000Z__20240427T000000Z.mseed
OX,BAD,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BAD..HHN__20240426T082831Z__20240426T083031Z.mseed
NI,VINO,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/NI.VINO..HHE__20240426T164508Z__20240426T164708Z.mseed
OX,ACOM,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.ACOM..HHZ__20240426T044513Z__20240426T044713Z.mseed
NI,VINO,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/NI.VINO..HHN__20240426T082831Z__20240426T083031Z.mseed
OX,BOO,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BOO..HHZ__20240426T044513Z__20240426T044713Z.mseed
CH,FUORN,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.FUORN..HHE__20240426T000000Z__20240427T000000Z.mseed
OX,LSR,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.LSR..EHZ__20240426T164505Z__20240426T164705Z.mseed
IV,NDIM,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.NDIM..HHN__20240426T000000Z__20240427T000000Z.mseed
SI,ROSI,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SI.ROSI..HHZ__20240426T000000Z__20240427T000000Z.mseed
S,KSCHR,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/S.KSCHR..EHN__20240426T000000Z__20240427T000000Z.mseed
CH,SHEK,,HGN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.SHEK..HGN__20240426T000000Z__20240427T000000Z.mseed
OX,PRED,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.PRED..HHE__20240426T044513Z__20240426T044713Z.mseed
RF,GEPF,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/RF.GEPF..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,STAL,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.STAL..HHN__20240426T000000Z__20240427T000000Z.mseed
SL,CADS,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.CADS..HHN__20240426T082831Z__20240426T083031Z.mseed
OX,VARN,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.VARN..HHE__20240426T000000Z__20240427T000000Z.mseed
OE,MYKA,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.MYKA..HHN__20240426T164504Z__20240426T164704Z.mseed
IV,MDI,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.MDI..HHZ__20240426T000000Z__20240427T000000Z.mseed
SL,CADS,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.CADS..HHZ__20240426T082828Z__20240426T083028Z.mseed
OE,LESA,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.LESA..HHE__20240426T000000Z__20240427T000000Z.mseed
SL,CADS,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.CADS..HHZ__20240426T000000Z__20240427T000000Z.mseed
OX,ACOM,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.ACOM..HHE__20240426T164503Z__20240426T164703Z.mseed
OX,PLRO,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.PLRO..HHZ__20240426T044516Z__20240426T044716Z.mseed
IV,ERBM,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.ERBM..EHZ__20240426T000000Z__20240427T000000Z.mseed
NI,VINO,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/NI.VINO..HHZ__20240426T000000Z__20240427T000000Z.mseed
SL,ROBS,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.ROBS..HHZ__20240426T044513Z__20240426T044713Z.mseed
CH,STRW,,HGN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.STRW..HGN__20240426T000000Z__20240427T000000Z.mseed
OX,PRED,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.PRED..HHN__20240426T164504Z__20240426T164704Z.mseed
IV,FERS,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.FERS..EHN__20240426T000000Z__20240427T000000Z.mseed
OX,PRED,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.PRED..HHZ__20240426T164503Z__20240426T164703Z.mseed
ZO,PDN10,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ZO.PDN10..EHN__20240426T000000Z__20240427T000000Z.mseed
OX,ACOM,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.ACOM..HHZ__20240426T164505Z__20240426T164705Z.mseed
SL,SKDS,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.SKDS..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,PTCC,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.PTCC..HHZ__20240426T164505Z__20240426T164705Z.mseed
IV,SERM,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.SERM..EHE__20240426T000000Z__20240427T000000Z.mseed
OX,BAD,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.BAD..HHZ__20240426T000000Z__20240427T000000Z.mseed
OX,LSR,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.LSR..EHZ__20240426T044513Z__20240426T044713Z.mseed
ST,CARE,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ST.CARE..EHZ__20240426T000000Z__20240427T000000Z.mseed
IV,CAVE,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.CAVE..HHE__20240426T000000Z__20240427T000000Z.mseed
IV,CADC,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.CADC..EHN__20240426T000000Z__20240427T000000Z.mseed
CH,SDAK,,HGE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.SDAK..HGE__20240426T000000Z__20240427T000000Z.mseed
CH,SCEL,,HGN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.SCEL..HGN__20240426T000000Z__20240427T000000Z.mseed
CH,SZER,,HGZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.SZER..HGZ__20240426T000000Z__20240427T000000Z.mseed
SI,KOSI,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SI.KOSI..HHN__20240426T000000Z__20240427T000000Z.mseed
ST,ZIAN,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ST.ZIAN..EHE__20240426T000000Z__20240427T000000Z.mseed
IV,TEOL,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.TEOL..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,FREG,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.FREG..EHZ__20240426T000000Z__20240427T000000Z.mseed
OX,MLN,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.MLN..HHE__20240426T000000Z__20240427T000000Z.mseed
ST,OZOL,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ST.OZOL..EHN__20240426T000000Z__20240427T000000Z.mseed
ST,PANI,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ST.PANI..EHN__20240426T000000Z__20240427T000000Z.mseed
IV,MTRZ,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.MTRZ..HHE__20240426T000000Z__20240427T000000Z.mseed
ST,GAGG,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ST.GAGG..HHE__20240426T000000Z__20240427T000000Z.mseed
OX,CAE,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.CAE..HHN__20240426T000000Z__20240427T000000Z.mseed
SL,GBAS,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.GBAS..HHN__20240426T000000Z__20240427T000000Z.mseed
SI,MOSI,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SI.MOSI..HHE__20240426T000000Z__20240427T000000Z.mseed
SL,ROBS,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.ROBS..HHN__20240426T000000Z__20240427T000000Z.mseed
NI,POLC,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/NI.POLC..HHN__20240426T000000Z__20240427T000000Z.mseed
OX,SABO,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.SABO..HHE__20240426T082826Z__20240426T083026Z.mseed
IV,CNCS,,EHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.CNCS..EHZ__20240426T000000Z__20240427T000000Z.mseed
IV,IMOL,,EHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.IMOL..EHE__20240426T000000Z__20240427T000000Z.mseed
CH,STSP,,HGZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/CH.STSP..HGZ__20240426T000000Z__20240427T000000Z.mseed
ST,DOSS,,HHZ,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/ST.DOSS..HHZ__20240426T000000Z__20240427T000000Z.mseed
IV,ZEN8,,EHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/IV.ZEN8..EHN__20240426T000000Z__20240427T000000Z.mseed
OE,MYKA,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.MYKA..HHE__20240426T164506Z__20240426T164706Z.mseed
OX,PLRO,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OX.PLRO..HHE__20240426T044513Z__20240426T044713Z.mseed
SL,CEY,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.CEY..HHE__20240426T000000Z__20240427T000000Z.mseed
OE,FETA,,HHN,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/OE.FETA..HHN__20240426T000000Z__20240427T000000Z.mseed
SL,ROBS,,HHE,2024-04-26,/Volumes/Expansion/KEN/waveforms/2024/04/26/SL.ROBS..HHE__20240426T082829Z__20240426T083029Z.mseed
